id	domain	intent	src_utt	translated-tgt_utt
14084	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me scotus images with duckduckgo wider 800	pokaż mi zdjęcia scotus z duckduckgo wider 800
14085	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me bisoprolol images with duckduckgo larger 800	pokaż mi obrazki bisoprolol z duckduckgo larger 800
14086	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching kmcgrillen on bing wider 800	pokaż mi zdjęcia pasujące do kmcgrillen na bing wider 800
14087	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching game on bing taller 800	pokaż mi zdjęcia które pasuje do gry w bing taller 800
14088	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching hedge funds on google wider 800	pokaż mi zdjęcia pasujące do funduszy hedgingowych w google wider 800
14089	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching vmware consulting on google larger 800	pokaż mi zdjęcia pasujące do vmware consulting na google larger 800
14090	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching scotus on google taller 800	pokaż mi zdjęcia pasujące do scotus w google taller 800
14091	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching bisoprolol on google smaller 800	pokaż mi zdjęcia pasujące do bisoprolol na google smaller 800
14092	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching us city breaks on duckduckgo wider 800	pokaż mi zdjęcia pasujące do nas city breaks na duckduckgo wider 800
14093	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching gateway on duckduckgo larger 800	pokaż mi obrazki pasujące do bramy duckduckgo larger 800
14094	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching technical documentation on duckduckgo taller 800	pokaż mi zdjęcia pasujące do dokumentacji technicznej na duckduckgo taller 800
14095	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching skyped on duckduckgo smaller 800	pokaż mi zdjęcia pasujące do skyped na duckduckgo smaller 800
14096	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching general elections using bing wider 800	pokaż mi zdjęcia pasujące do wyborów ogólnych przy użyciu bing wider 800
14097	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching loveislove using bing larger 800	pokaż mi zdjęcia pasujące do loveislove przy użyciu bing larger 800
14098	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching microsoft surfaces using bing taller 800	pokaż mi obrazy pasujące do surfaces microsoft za pomocą bing taller 800
14099	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching 3d modeling using bing smaller 800	pokaż mi zdjęcia pasujące do 3d modeling przy użyciu bing smaller 800
14100	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching inflight vr using google wider 800	pokaż mi zdjęcia pasujące do inflight vr przy użyciu google wider 800
14101	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching rhode island using google larger 800	pokaż mi zdjęcia pasujące do rhode island przy użyciu google larger 800
14102	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching monzo using duckduckgo wider 800	pokaż mi zdjęcia pasujące do monzo przy użyciu duckduckgo wider 800
14103	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching internet ethics using duckduckgo larger 800	pokaż mi zdjęcia pasujące do etyki internetowej przy użyciu duckduckgo larger 800
14104	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching breath of the wild using duckduckgo taller 800	pokaż mi zdjęcia pasujące do dźwięku z duckduckgo taller 800
14105	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching industrial security using duckduckgo smaller 800	pokaż mi zdjęcia pasujące do ochrony przemysłowej przy użyciu duckduckgo smaller 800
14106	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching acer aspire with bing wider 800	pokaż mi zdjęcia pasujące do acer aspire i bing wider 800
14107	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching ban on smoking with bing larger 800	pokaż mi zdjęcia pasujące do zakazu palenia w bing larger 800
14108	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching neurodiverse with bing taller 800	pokaż mi zdjęcia pasujące do neurodiverse w bing taller 800
14109	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching google hang-out with bing smaller 800	pokaż mi zdjęcia pasujące do google hang-out z bing smaller 800
14110	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching samsung galaxy s5 with google wider 800	pokaż mi zdjęcia pasujące do samsunga galaxy s5 z google wider 800
14111	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching iphone 6 with google larger 800	pokaż mi zdjęcia pasujące do iphone 6 z google larger 800
14112	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching joker images with google taller 800	pokaż mi zdjęcia pasujące do obrazków jokera w google taller 800
14113	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching adele weight loss with duckduckgo wider 800	pokaż mi zdjęcia pasujące do adele weight loss z duckduckgo wider 800
14114	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching heisenberg with duckduckgo taller 800	pokaż mi zdjęcia pasujące do heisenberg z duckduckgo taller 800
14115	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching nintendo switch with duckduckgo smaller 800	pokaż mi zdjęcia pasujące do switchów nintendo z duckduckgo smaller 800
14116	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me wallpaper free fire images on bing wider 800	pokaż mi zdjęcia z tapetami bing wider 800
14117	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me earl sweatshirt images on bing larger 800	pokaż mi obrazki earl sweatshirt na bing larger 800
14118	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me cats images on google wider 800	pokaż mi zdjęcia z kotów w google wider 800
14119	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me slope formula images on google larger 800	pokaż mi zdjęcia z formuły slope na google larger 800
14120	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me cute drawings images on the conctial larger eight hundred	pokaż mi słodkie rysunki na conctial większe osiemset
14121	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me cute drawings images on duckduckgo larger 800	pokaż mi słodkie rysunki na duckduckgo larger 800
14122	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me munchkin cat images using bing wider 800	pokaż mi zdjęcia kotów munchkin przy użyciu bing wider 800
14123	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me joker wallpaper images using bing larger 800	pokaż mi obrazki z tapetami bing larger 800
14124	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me fluttershy images using bing taller 800	pokaż mi zdjęcia z bing taller 800
14125	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me love quotes for him images using google larger 800	pokaż mi cytaty miłosne dla jego obrazów przy użyciu google larger 800
14126	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me burito hat images using google smaller 800	pokaż mi zdjęcia burito hat przy użyciu google smaller 800
14127	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me old songs images using duckduckgo wider 800	pokaż mi stare piosenki na duckduckgo wider 800
14128	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me random drawing generator images using duckduckgo larger 800	pokaż mi zdjęcia z losowego rysowania przy użyciu duckduckgo larger 800
14129	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me nebulae images using duckduckgo smaller 800	pokaż mi obrazki nebulae przy użyciu duckduckgo smaller 800
14130	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me gordon ramsay images with bing wider 800	pokaż mi zdjęcia gordon ramsay z bing wider 800
14131	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	shown me people of wolmart images with bing larger eight hundred	pokaż mi zdjęcia wolmart z bing większych ośmiuset
14132	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me people of wallmart images with bing larger 800	pokaż mi zdjęcia wallmart z bing larger 800
14133	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me april fool images images with bing taller 800	pokaż mi zdjęcia z kanału bing taller 800
14134	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me pentagon shape images with bing smaller 800	pokaż mi obrazki na kształcie pentagonu z bing mniej niż 800
14135	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me angry birds images with google larger 800	pokaż mi zdjęcia z angry birds z google larger 800
14136	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me windows 7 images with duckduckgo wider 800	pokaż mi zdjęcia z windows 7 z duckduckgo wider 800
14137	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me tallest man images with duckduckgo larger 800	pokaż mi najwyższe zdjęcia człowieka z duckduckgo larger 800
14138	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me billie eilish drawing images with duckduckgo taller 800	pokaż mi billie eilish drawing images z duckduckgo taller 800
14139	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me lebron 12 images with duckduckgo smaller 800	pokaż mi lebron 12 obrazów z duckduckgo smaller 800
14140	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching smartbanking on bing wider 800	pokaż mi zdjęcia pasujące do smartbanking w bing wider 800
14141	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching wireless lan on bing larger 800	pokaż mi zdjęcia pasujące do drukarki bing larger 800
14142	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching americanmade on bing taller 800	pokaż mi zdjęcia pasujące do amerykańskiego na bing taller 800
14143	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching empowers women on bing smaller 800	pokaż mi zdjęcia pasujące do zdolności kobiet na bing smaller 800
14144	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching calico on google wider 800	pokaż mi zdjęcia pasujące do calico w google wider 800
14145	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching whitehall on google larger 800	pokaż mi zdjęcia pasujące do whitehall na google larger 800
14146	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching five guys on google taller 800	pokaż mi zdjęcia pasujące do pięciu osób w google taller 800
14147	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching informática on google smaller 800	pokaż mi obrazki pasujące do informatyki w google smaller 800
14148	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching spam on duckduckgo wider 800	pokaż mi zdjęcia które pasuje do spamu na duckduckgo wider 800
14149	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching international fintech on duckduckgo larger 800	pokaż mi zdjęcia pasujące do fintech international na duckduckgo larger 800
14150	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching comportamiento shopper on duckduckgo taller 800	pokaż mi zdjęcia pasujące do zakupów w duckduckgo taller 800
14151	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching flytxt using bing taller 800	pokaż mi zdjęcia pasujące do przeniesienia w bing taller 800
14152	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching fixed using bing smaller 800	pokaż mi zdjęcia które pasuje do bing smaller 800
14153	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching andrefourie using google wider 800	pokaż mi zdjęcia pasujące do andrefourie przy użyciu google wider 800
14154	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching vizor using google larger 800	pokaż mi obrazki pasujące do wizora przy użyciu google larger 800
14155	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	shownly images matching sustainable fashion using gugle small rate hundred	pokaż obrazki pasujące do zrównoważonego stylu przy użyciu małego stawki ze stu
14156	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching help with anxiety using duckduckgo taller 800	pokaż mi zdjęcia pasujące do anxiety przy użyciu duckduckgo taller 800
14157	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching onedrive for business using duckduckgo smaller 800	pokaż mi zdjęcia pasujące do danych z duckduckgo smaller 800
14158	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching chicken select with bing wider 800	pokaż mi zdjęcia które pasuje do kurczaka z bing wider 800
14159	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching promote transparency with bing taller 800	pokaż mi obrazki pasujące do przejrzystości promocyjnej w bing taller 800
14160	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching logistic with google wider 800	pokaż mi obrazki pasujące do google wider 800
14161	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching installing with google larger 800	pokaż mi zdjęcia pasujące do google larger 800
14162	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching m-commerce with google taller 800	pokaż mi zdjęcia pasujące do m-commerce z google taller 800
14163	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching signature pcs with google smaller 800	pokaż mi zdjęcia pasujące do pcs sygnatury google smaller 800
14164	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching mwc2015 with duckduckgo wider 800	pokaż mi zdjęcia pasujące do mwc2015 z duckduckgo wider 800
14165	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching musician with duckduckgo larger 800	pokaż mi obrazki pasujące do muzyka duckduckgo larger 800
14166	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching gap clothes with duckduckgo taller 800	pokaż mi zdjęcia które pasuje do odzieży duckduckgo taller 800
14167	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me images matching chatted with duckduckgo smaller 800	pokaż mi zdjęcia które pasuje do chaty duckduckgo smaller 800
14168	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me managed service images on bing wider 800	pokaż mi obrazy obsługiwane w bing wider 800
14169	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me duncanyb images on bing larger 800	pokaż mi zdjęcia duncanyb na bing larger 800
14170	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me independent proprietors images on bing taller 800	pokaż mi niezależne zdjęcia właścicieli na bing taller 800
14171	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me ryan florence images on bing smaller 800	pokaż mi zdjęcia ryan florence na bing smaller 800
14172	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me pets at home images on google wider 800	pokaż mi zdjęcia domowe z google wider 800
14173	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me fireos images on google larger 800	pokaż mi zdjęcia z fireos na google larger 800
14174	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me oracle adaptive intelligent application images on google smaller 800	pokaż mi zdjęcia inteligentnych programów adaptacyjnych na google smaller 800
14175	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me ipad mini 4 images on duckduckgo wider 800	pokaż mi zdjęcia z miniaturek na duckduckgo wider 800
14176	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me head teacher images on duckduckgo taller 800	pokaż mi obrazki nauczycieli głowy na duckduckgo taller 800
14177	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me audir7 images on duckduckgo smaller 800	pokaż mi audiir7 obrazów na duckduckgo smaller 800
14178	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me garmin images using bing wider 800	pokaż mi obrazki garmin przy użyciu bing wider 800
14179	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me scotch pancakes images using bing larger 800	pokaż mi obrazki scotch z bing larger 800
14180	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me business leader images using bing taller 800	pokaż mi zdjęcia z liderów biznesowych przy użyciu bing taller 800
14181	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me cloud services images using bing smaller 800	pokaż mi zdjęcia z usług w chmurze bing smaller 800
14182	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me biométrie ios images using google larger 800	pokaż mi obrazki biometrie ios przy użyciu google larger 800
14183	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me satya nadella images using google taller 800	pokaż mi zdjęcia satya nadella na google taller 800
14184	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me polycomemea images using google smaller 800	pokaż mi obrazy polikomea przy użyciu google smaller 800
14185	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me matthew bellamy images using duckduckgo wider 800	pokaż mi zdjęcia z matthew bellamy przy użyciu duckduckgo wider 800
14186	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me xperiaeye images using duckduckgo larger 800	pokaż mi zdjęcia xperiaeye z duckduckgo larger 800
14187	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me onshorewind images using duckduckgo smaller 800	pokaż mi obrazki na duckduckgo smaller 800
14188	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me silver images with bing wider 800	pokaż mi srebrne zdjęcia z bing wider 800
14189	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me logicpro images with bing larger 800	pokaż mi zdjęcia logicpro z bing larger 800
14190	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me avs images with bing taller 800	pokaż mi zdjęcia avs z bing taller 800
14191	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me vm world 14 images with bing smaller 800	pokaż mi zdjęcia z vm world 14 z bing mniej niż 800
14192	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me ootdshare images with google wider 800	pokaż mi zdjęcia ootdshare z google wider 800
14193	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me destination christmas images with google larger 800	pokaż mi zdjęcia świąteczne docelowe z google larger 800
14194	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me kmcgrillen images with google taller 800	pokaż mi zdjęcia kmcgrillen z google taller 800
14195	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me road safty images with googl's small reite hundred	pokaż mi zdjęcia z małego reita googl'a
14196	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me roadsafety images with google smaller 800	pokaż mi zdjęcia roadsafety z google smaller 800
14197	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me game images with duckduckgo wider 800	pokaż mi zdjęcia z duckduckgo wider 800
14198	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show made atten secuing images with the compto larger eight hundred	pokaż zrobione przez atten sekwencyjne zdjęcia z liczbą większą o osiemset
14199	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me datensicherung images with duckduckgo larger 800	pokaż mi obrazki datensicherung z duckduckgo larger 800
14200	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	show me vmware consulting images with duckduckgo smaller 800	pokaż mi zdjęcia z obsługą vmware z duckduckgo smaller 800
14201	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want nike free run images on duckduckgo wider 800	chcę nike free run obrazki na duckduckgo wider 800
14202	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want black hole image images using bing wider 800	chcę obrazki czarnej dziury używając bing wider 800
14203	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want nebulae images using bing larger 800	chcę obrazki nebulae używając bing larger 800
14204	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want gordon ramsay images using bing taller 800	chcę obrazki gordon ramsay za pomocą bing taller 800
14205	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want people of wallmart images using bing smaller 800	chcę żeby obrazki z wallmartów były mniejsze niż 800
14206	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want pentagon shape images using google larger 800	chcę kształtować obrazki pentagonu przy użyciu google larger 800
14207	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want coolmath images using google taller 800	chcę coolmath obrazów przy użyciu google taller 800
14208	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want angry birds images using google smaller 800	chcę mieć obrazki z angry birds przy użyciu google smaller 800
14209	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want lebron 11 images using duckduckgo larger 800	chcę lebron 11 obrazów przy użyciu duckduckgo larger 800
14210	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want tallest man images using duckduckgo smaller 800	chcę mieć najwyższe obrazki na duckduckgo smaller 800
14211	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want lebron 12 images with bing larger 800	chcę lebron 12 obrazów z bing larger 800
14212	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want tibetan mastiff images with bing taller 800	chcę obrazki tibetana mastiff z bing taller 800
14213	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want teacup pig images with bing smaller 800	chcę zbierać obrazki świątecznych z bing mniej niż 800
14214	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want iphone 7 plus images with google wider 800	chcę iphone 7 plus obrazki z google wider 800
14215	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want south of france haircut images with google larger 800	chcę południowe zdjęcia fryzjera franka z google większych 800
14216	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want the rachel images with duckduckgo wider 800	chcę obrazki rachelowe z duckduckgo wider 800
14217	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want 2020 calendar images with duckduckgo larger 800	chcę zdjęcia z kalendarza 2020 z duckduckgo larger 800
14218	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want beats by dre images with duckduckgo taller 800	chcę beats by dre images z duckduckgo taller 800
14219	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching tibetan mastiff on bing wider 800	chcę zdjęcia pasujące do tybeta mastiff na bing wider 800
14220	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching teacup pig on bing larger 800	chcę zdjęcia pasujące do teacup pig na bing larger 800
14221	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching iphone 7 plus on bing taller 800	chcę zdjęcia pasujące do iphone 7 plus na bing taller 800
14222	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching south of france haircut on bing smaller 800	chcę zdjęcia pasujące do południa do fryzjera na bing mniej niż 800
14223	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching bed bugs bites on google wider 800	chcę zdjęcia które pasuje do błędów w łóżku w google wider 800
14224	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching the rachel on google taller 800	chcę zdjęcia pasujące do rachel w google taller 800
14225	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching 2020 calendar on google smaller 800	chcę żeby obrazki spełniały kalendarz 2020 na google smaller 800
14226	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching beats by dre on duckduckgo wider 800	chcę obrazów pasujących do bits przez dre na duckduckgo wider 800
14227	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching 2020 olympics logo on duckduckgo larger 800	chcę zdjęcia pasujące do logo olimpijskiego na duckduckgo larger 800
14228	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching human centipede on duckduckgo taller 800	chcę obrazki pasujące do człowieka centipede na duckduckgo taller 800
14229	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching kate moss using being large or eight hundred	chcę żeby obrazki pasujące do kate moss były duże lub osiemset
14230	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching selfie using bing taller 800	chcę zdjęcia pasujące do selfie w bing taller 800
14231	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching blue waffles using google wider 800	chcę żeby obraz pasuje do niebieskich waffles przy użyciu google wider 800
14232	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching cat memes using google larger 800	chcę mieć obrazki pasujące do memów kotów przy użyciu google larger 800
14233	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching drone using google taller 800	chcę obrazów pasujących do drona za pomocą google taller 800
14234	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching google gravity using google smaller 800	chcę obrazów pasujących do google gravity przy użyciu google smaller 800
14235	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching kobe logo using duckduckgo wider 800	chcę obrazki pasujące do logo kobe przy użyciu duckduckgo wider 800
14236	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching minecraft wallpaper using duckduckgo larger 800	chcę zdjęcia pasujące do tapet minecraft przy użyciu duckduckgo larger 800
14237	Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	i want images matching 30 60 90 triangle using duckduckgo taller 800	chcę obrazów pasujących do 30 60 90 za pomocą duckduckgo taller 800
