id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
7396	Gdrive	ShowFilesWithType	show my flac files in google drive	pokaż moje pliki w google drive	0
7400	Gdrive	ShowFilesWithType	download google cloud files of type txt	ściągnij pliki w google cloud z typem txt	0
7394	Gdrive	ShowFilesWithType	search for my google drive files of type jar	wyszukaj moje pliki w google drive z typem jar	0
7397	Gdrive	ShowFilesWithType	display my docx files in google drive	pokaż moje pliki docx w google drive	1
7402	Gdrive	ShowFilesWithType	download my google cloud files of type png	pobierz moje pliki w google cloud z typem png	0
7399	Gdrive	ShowFilesWithType	list my py files in google drive	wymień moje py pliki w google drive	1
7398	Gdrive	ShowFilesWithType	list my google drive files of type md5	wymień moje pliki w google drive z typem md5	1
7401	Gdrive	ShowFilesWithType	download my google drive files of type jpeg	pobierz moje pliki w google drive z typem jpeg	0
7393	Gdrive	ShowFilesWithType	find my jpeg files in google drive	znajdź moje pliki jpeg w google drive	1
7579	Instagram	ShowLastNumberPictures	show me my 13 recent insta pictures on my account	pokaż mi moje 13 ostatnich zdjęć na moim koncie na insta	1
7586	Instagram	ShowLastNumberPictures	display my 15 latest instagram pictures	pokaż mi moje 15 ostatnich zdjęć na instagramie	1
7585	Instagram	ShowLastNumberPictures	display my fifteen latest and stegram pictures	pokaż mi moje piętnaście najnowszych i aplikowanych zdjęć	0
7597	Instagram	ShowLastNumberPictures	search for my 3 recent insta pictures	wyszukaj moje 3 ostatnie zdjęcia na insta	1
7580	Instagram	ShowLastNumberPictures	show me my 19 latest instagram pictures	pokaż mi moje 19 ostatnich zdjęć na instagramie	1
7605	Instagram	ShowLastNumberPictures	how do i look on newest 20 instagram images	jak wyglądają najnowsze 20 zdjęć na instagramie	0
7607	Instagram	ShowLastNumberPictures	compare my newest 5 instagram photos	porównaj moje najnowsze 5 zdjęć na instagramie	1
7591	Instagram	ShowLastNumberPictures	list my 2 recent insta pictures on my account	pokaż mi moje 2 ostatnie zdjęcia na moim koncie na insta	1
7595	Instagram	ShowLastNumberPictures	find my 9 latest instagram pictures on my account	znajdź mi moje najnowsze 9 zdjęć na moim koncie na instagramie	1
7577	Instagram	ShowLastNumberPictures	show me my 4 recent instagram pictures on my account	pokaż mi moje 4 ostatnie zdjęcia na moim koncie na instagramie	1
7410	Gdrive	ShowNewestFiles	list my newest google drive files	wymień moje najnowsze pliki na google drive	1
7404	Gdrive	ShowNewestFiles	show my google drive files that were created most recently	pokaż moje najnowsze pliki na google drive	0
7405	Gdrive	ShowNewestFiles	display my newest google drive files	wyświetl moje najnowsze pliki na google drive	1
7413	Gdrive	ShowNewestFiles	filter my google drive files that were created most recently	filtruj moje najnowsze pliki na google drive	0
7403	Gdrive	ShowNewestFiles	show my newest google drive files	pokaż moje najnowsze pliki na google drive	1
7409	Gdrive	ShowNewestFiles	sort my google drive files created most recently	sortuj moje najnowsze pliki na google drive	0
7411	Gdrive	ShowNewestFiles	list my google drive files that were created most recently	pokaż moje najnowsze pliki na google drive	0
7406	Gdrive	ShowNewestFiles	display my google drive files that were created most recently	pokaż moje najnowsze pliki na google drive	0
7412	Gdrive	ShowNewestFiles	find my google drive files that were created most recently	znajdź moje najnowsze pliki na google drive	0
7408	Gdrive	ShowNewestFiles	sort my google files starting from created most recently	sortuj moje pliki google zaczynające się od najnowszych utworzonych	0
8186	News	ShowNews	open wired portal	otwórz wired portal	1
8187	News	ShowNews	read time magazine portal	przeczytaj czasopisma	0
8190	News	ShowNews	check the latest news from new york times	sprawdź najnowsze wiadomości z new york times	1
8193	News	ShowNews	listen to the news from time magazine portal	posłuchaj wiadomości z portalu czasopisma	0
8203	News	ShowNews	pull latest articles from time magazine	ściągnij ostatnie artykuły z czasopisma	0
8197	News	ShowNews	read me the news from wired	przeczytaj mi wiadomości wired	0
8192	News	ShowNews	listen to the news from time	posłuchaj najnowszych wiadomości	0
8191	News	ShowNews	check the new information from nyt	sprawdź informacje od teraz	0
8199	News	ShowNews	display the new information from fox news	wyświetl informacje z fox news	1
8204	News	ShowNews	what's new according to huffington post portal	co nowego według portalu huffington post	1
8152	News	ShowNewsFromSection	read the celebrity section of the huffpost	przeczytaj wiadomości z sekcji	0
8167	News	ShowNewsFromSection	check the huffpost sport section	sprawdź informacje z sekcji huffpost	0
8178	News	ShowNewsFromSection	i want to listen to the celebrity section of the huffington post	posłuchaj wiadomości z portalu huffington post	0
8164	News	ShowNewsFromSection	check for me the sport section of the fox news	sprawdź informacje z sekcji	0
8154	News	ShowNewsFromSection	show me the techcrunch health section	pokaż informacje z kategorii zdrowotnej na techcrunch	1
8157	News	ShowNewsFromSection	show me the wired celebrity section	pokaż wiadomości z sekcji	0
8185	News	ShowNewsFromSection	what's new in the celebrity topic on nyt	co nowego w temacie celebryty	0
8153	News	ShowNewsFromSection	show me the tech section of the huffpost	pokaż informacje z sekcji huffpost	0
8160	News	ShowNewsFromSection	open the sport section of the time	otwórz informacje z sekcji	0
8169	News	ShowNewsFromSection	check for me the new york times tech section	sprawdź informacje z sekcji new york times	0
7425	Gdrive	ShowOldestFiles	list least recently created google drive files	wymień najstarsze pliki na google drive	1
7431	Gdrive	ShowOldestFiles	search for my least recently created google drive files	wyszukaj moje najstarsze pliki na google drive	1
7427	Gdrive	ShowOldestFiles	find oldest google drive files	znajdź najstarsze pliki na google drive	1
7421	Gdrive	ShowOldestFiles	sort my google drive files most recent	sortuj moje najnowsze pliki na google drive	1
7426	Gdrive	ShowOldestFiles	fine goldestgoodle drive files	fajne pliki goldestgoodle drive	0
7416	Gdrive	ShowOldestFiles	display my oldest google drive files	wyświetl moje najstarsze pliki na google drive	1
7422	Gdrive	ShowOldestFiles	sort my google drive files starting most recent	sortuj moje pliki w google drive zaczynając od najnowszych	1
7415	Gdrive	ShowOldestFiles	show my least recently created google drive files	pokaż moje najstarsze pliki na google drive	1
7417	Gdrive	ShowOldestFiles	display my least recently created google files	wyświetl moje najstarsze pliki na google drive	1
7414	Gdrive	ShowOldestFiles	show my least recently created google files	pokaż moje najstarsze pliki na google drive	1
7981	Instagram	ShowPictures	what's the latest stuff on instagram	jakie jest najnowsze informacje na instagramie	0
7967	Instagram	ShowPictures	display my recent insta photos	pokaż mi moje ostatnie wpisy na instagramie	0
7966	Instagram	ShowPictures	display my recent insta pictures	pokaż mi moje ostatnie wpisy na instagramie	0
7959	Instagram	ShowPictures	show me my instagram pictures	pokaż mi moje zdjęcia na instagramie	1
7956	Instagram	ShowPictures	show my recent instagram pictures	pokaż mi moje ostatnie zdjęcia na instagramie	1
7976	Instagram	ShowPictures	search for my insta photos	poszukaj zdjęć na moim insta	1
7979	Instagram	ShowPictures	present my instagram images	pokaż moje zdjęcia na instagramie	0
7973	Instagram	ShowPictures	find my recent instagram pictures	znajdź mi moje ostatnie zdjęcia na instagramie	1
7962	Instagram	ShowPictures	show me my recent instagram pictures	pokaż mi moje ostatnie zdjęcia na instagramie	1
7978	Instagram	ShowPictures	search for my recent insta pictures	poszukaj moich ostatnich zdjęć na insta	1
7625	Instagram	ShowPicturesFromDate	list my posts from the 18th of August	pokaż moje posty z 18 sierpnia	1
7620	Instagram	ShowPicturesFromDate	display my posts from the 22nd of September	pokaż moje posty z 22 września	1
7627	Instagram	ShowPicturesFromDate	find my posts from the fourteenth of february	znajdź moje posty z 14 lutego	1
7611	Instagram	ShowPicturesFromDate	show me my posts from April	pokaż moje posty z kwietnia	1
7631	Instagram	ShowPicturesFromDate	search for my posts from the 13th of March	wyszukaj moje posty z 13 marca	1
7628	Instagram	ShowPicturesFromDate	find my posts from the 14th of February	znajdź moje posty z 14 lutego	1
7612	Instagram	ShowPicturesFromDate	show my posts from May	pokaż moje posty z maja	1
7636	Instagram	ShowPicturesFromDate	what was i doing on instagram on 15th	co robiłem na instagramie 15th	0
7624	Instagram	ShowPicturesFromDate	list my post from October	pokaż moje posty z października	1
7618	Instagram	ShowPicturesFromDate	display my posts from September	pokaż moje posty z września	1
7649	Instagram	ShowPicturesWithFilter	show me mi and stargrand pictures with pilter nashwall	pokaż mi zdjęcia mi i gwiazdy z pilter nashwall	0
7682	Instagram	ShowPicturesWithFilter	search for my insta pictures that have the nashville filter applied	wyszukaj moje zdjęcia na instagramie które używają filtra nashville	1
7637	Instagram	ShowPicturesWithFilter	show my insta pictures that have the amaro filter applied	pokaż mi zdjęcia na instagramie które używają filtra amaro	1
7661	Instagram	ShowPicturesWithFilter	display my insta pictures that use filter ludwig	pokaż moje zdjęcia na instagramie które używają filtra ludwig	1
7653	Instagram	ShowPicturesWithFilter	show me my insta pictures that have the crema filter applied	pokaż mi zdjęcia na instagramie które używają filtra kremy	0
7644	Instagram	ShowPicturesWithFilter	show my instagram pictures that have the crema filter	pokaż mi moje zdjęcia na instagramie które mają filtr kremy	0
7689	Instagram	ShowPicturesWithFilter	do i look well with clarendon filter on	czy wyglądam dobrze z filtrem clarendon	1
7684	Instagram	ShowPicturesWithFilter	search for my instagram pictures that have the hefe filter applied	wyszukaj moje zdjęcia na instagramie które używają filtra hefe	1
7663	Instagram	ShowPicturesWithFilter	display my insta pictures that have the rise filter applied	pokaż moje zdjęcia na instagramie które używają filtra rise	1
7695	Instagram	ShowPicturesWithFilter	how does photos with moon filter looks like	jak wyglądają zdjęcia z filtrem księżyca	0
7699	Instagram	ShowPicturesWithHashtag	show my instagram pictures tagged summer2k17	pokaż moje zdjęcia na instagramie z tagiem summer2k17	1
7718	Instagram	ShowPicturesWithHashtag	present my instagram photos tagged as instadog	pokaż moje zdjęcia na instagramie które mają tag jako instadog	1
7720	Instagram	ShowPicturesWithHashtag	present them my instagram photos tagged as fashion	pokaż mi zdjęcia na instagramie które mają tag jako mody	0
7711	Instagram	ShowPicturesWithHashtag	search for my instagram pictures tagged newyears2017	wyszukaj moje zdjęcia na instagramie z tagiem newyears2017	1
7725	Instagram	ShowPicturesWithHashtag	hashtag targetclearance on my instagram	hashtag docelowy wyczyść na moim instagramie	0
7703	Instagram	ShowPicturesWithHashtag	display my instagram pictures tagged art	pokaż moje zdjęcia na instagramie z tagiem art	1
7715	Instagram	ShowPicturesWithHashtag	present my instagram photos with tag makeup	pokaż moje zdjęcia na instagramie z tagiem makeup	1
7706	Instagram	ShowPicturesWithHashtag	display my insta pictures tagged handbag	pokaż moje zdjęcia na instagramie z tagiem handbag	1
7704	Instagram	ShowPicturesWithHashtag	display my instagram pictures tagged blacklove	pokaż moje zdjęcia na instagramie z tagiem blacklove	1
7698	Instagram	ShowPicturesWithHashtag	show me my insta pictures tagged markers	pokaż moje zdjęcia na instagramie z tagiem markers	1
7925	Instagram	ShowPicturesWithLocation	search for the instagram pictures taken in chadbourn	wyszukaj zdjęcia na instagramie które zrobiłem na chadbourn	1
7882	Instagram	ShowPicturesWithLocation	find my insta pictures taken when i was in holland patent	znajdź moje zdjęcia na instagramie które zrobiłem kiedy byłem w holenderskim patencie	0
7841	Instagram	ShowPicturesWithLocation	list my instagram pictures i took in crystal hill	pokaż moje zdjęcia na instagramie które zrobiłem w crystal hill	1
7908	Instagram	ShowPicturesWithLocation	find my insta pictures i took when i was in herrick	znajdź moje zdjęcia na instagramie które zrobiłem kiedy byłem w herrick	1
7751	Instagram	ShowPicturesWithLocation	show me my insta pictures tagged with location fox lake	pokaż mi moje zdjęcia na instagramie które mają tag na fox lake	0
7773	Instagram	ShowPicturesWithLocation	show my instagram pictures with gps tag dillon beach	pokaż moje zdjęcia na instagramie z tagiem dillon beach	0
7782	Instagram	ShowPicturesWithLocation	show me the instagram pictures with gps tag briggsdale	pokaż mi zdjęcia na instagramie które mają tag briggsdale	0
7813	Instagram	ShowPicturesWithLocation	display my insta pictures with geolocation tag depauw	pokaż moje zdjęcia na instagramie z tagiem geolokalizacja depauw	1
7868	Instagram	ShowPicturesWithLocation	list my instagram pictures taken in manahawkin	pokaż moje zdjęcia na instagramie które zrobiłem w manahawkin	1
7926	Instagram	ShowPicturesWithLocation	search for the instagram pictures taken when i was in wheatfield	wyszukaj zdjęcia na instagramie które zrobiłem kiedy byłem w w wheatfield	0
8489	Phone	ShowSMS	check my texts	sprawdź moje smsy	1
8490	Phone	ShowSMS	show my latest texts	pokaż moje przychodzące smsy	0
8495	Phone	ShowSMS	i want to read my texts	przeczytaj moje smsy	0
8494	Phone	ShowSMS	launch my sms	uruchom moje smsy	1
8497	Phone	ShowSMS	i want to read new texts	przeczytaj smsy które dostałem	1
8491	Phone	ShowSMS	display my sms	wyświetl moje smsy	1
8492	Phone	ShowSMS	display my sms inbox	wyświetl moje przychodzące smsy	1
8496	Phone	ShowSMS	i want to read latest texts	przeczytaj smsy które do mnie przyszły	0
8493	Phone	ShowSMS	launch sms inbox	uruchom odebrane smsy	0
8498	Phone	ShowSMS	i want to read new sms	przeczytaj smsy które dostałem	1
7237	Fitbit	ShowSteps	tell me what's the number of steps on fitbit	powiedz mi liczbę kroków na fitbicie	1
7243	Fitbit	ShowSteps	display the number of steps on fitbit	pokaż liczbę kroków w fitbicie	1
7238	Fitbit	ShowSteps	tell me what's the number of steps i have taken	powiedz mi liczbę kroków którą zrobiłem	1
7246	Fitbit	ShowSteps	the number of steps from fitbit	liczbę kroków w fitbicie	0
7240	Fitbit	ShowSteps	show me what's the number of steps i took	pokaż mi liczbę kroków którą zrobiłem	1
7239	Fitbit	ShowSteps	show me the number of steps i have taken	pokaż mi liczbę kroków którą zrobiłem	1
7242	Fitbit	ShowSteps	show me what's the number of steps i have taken	pokaż mi liczbę kroków którą zrobiłem	1
7235	Fitbit	ShowSteps	tell me the number of steps i have taken	powiedz mi liczbę kroków którą zrobiłem	1
7247	Fitbit	ShowSteps	what's the distance i traveled today in steps	jak daleko jadłam dziś w krokach	0
7245	Fitbit	ShowSteps	measure the number of steps on fitbit	pomiń liczbę kroków w fitbicie	0
7218	Fitbit	ShowStepsOnDate	measure the number of steps i took on 3rd August	pomiń liczbę kroków którą zrobiłem 3 sierpnia	0
7228	Fitbit	ShowStepsOnDate	the step count from fitbit on 26th May	oblicz dystans który dziś przebyłem w krokach	0
7193	Fitbit	ShowStepsOnDate	tell me what's the number of steps i took on 5th May	powiedz mi liczbę kroków którą zrobiłem 5 maja	1
7203	Fitbit	ShowStepsOnDate	show me what's the number of steps on fitbit on 3rd March	pokaż mi liczbę kroków na fitbicie 3 marca	1
7200	Fitbit	ShowStepsOnDate	show me the number of steps i have taken on 2nd June	pokaż mi liczbę kroków którą zrobiłem 2 czerwca	1
7222	Fitbit	ShowStepsOnDate	my steps crumphit beton elevent february	moje kroki crumphit beton elevent lutego	0
7229	Fitbit	ShowStepsOnDate	what's the distance i went 9th March in steps	jak daleko jestem 9 marca w krokach	0
7230	Fitbit	ShowStepsOnDate	what's the distance i had 26th July in steps	jak daleko miałem 26 lipca w krokach	0
7216	Fitbit	ShowStepsOnDate	count the number of steps i have taken on 5th October	policz liczbę kroków którą zrobiłem 5 października	1
7205	Fitbit	ShowStepsOnDate	display the number of steps i have taken on 2nd February	pokaż liczbę kroków którą zrobiłem 2 lutego	1
16346	Youtube	ShowSubscribedChannels	open channels i follow on you two	otwórz kanały które followuję twoim	0
16347	Youtube	ShowSubscribedChannels	open channels i follow on youtube	otwórz kanały które followuję na youtube	1
16357	Youtube	ShowSubscribedChannels	go to channels i am subscribed to on youtube	przejdź na kanały które śledzę na youtube	0
16366	Youtube	ShowSubscribedChannels	i want to see videos from channels that i liked	chcę obejrzeć wideo na kanale który mi się podobał	1
16355	Youtube	ShowSubscribedChannels	show me channels i follow on youtube	pokaż mi kanały które followuję na youtube	1
16348	Youtube	ShowSubscribedChannels	display channels i am subscribed to on youtube	pokaż rzeczy którymi się interesuje na youtube	0
16364	Youtube	ShowSubscribedChannels	play channels i am following on youtube	puść kanały które śledzę na youtube	1
16352	Youtube	ShowSubscribedChannels	show me subscribed channels on youtube	pokaż mi kanały które śledzę na youtube	1
16361	Youtube	ShowSubscribedChannels	list channels i am subscribed to on youtube	pokaż rzeczy którymi się interesuje na youtube	0
16363	Youtube	ShowSubscribedChannels	play channels i subscribe on youtube	odtwórz kanały które obserwuję na youtube	1
12940	Twitter	ShowTwittsWithHashtag	what's going on with hashtag twitterfilms	co się dzieje z hashtagiem twitterfilms	0
12920	Twitter	ShowTwittsWithHashtag	show tweets with hashtag masheu09 on twitter	pokaż twitty z hashtagiem masheu09	1
12922	Twitter	ShowTwittsWithHashtag	show tweets about gopensgo	pokaż twitty z hashtagiem gopensgo	1
12937	Twitter	ShowTwittsWithHashtag	what has been said about mcfly	co zostało powiedziane o mcfly	1
12921	Twitter	ShowTwittsWithHashtag	show tweets with hashtag backgroundimage on twitter	pokaż twitty z hashtagiem backgroundimage	0
12929	Twitter	ShowTwittsWithHashtag	display tweets about dialoguesthatsux on twitter	pokaż twitty z hashtagiem dialoguesthatsux	0
12936	Twitter	ShowTwittsWithHashtag	what has been written about hashtag babealerts	co zostało napisane o hashtagu babealerts	1
12938	Twitter	ShowTwittsWithHashtag	what has been said about ms150	co zostało powiedziane o ms150	1
12923	Twitter	ShowTwittsWithHashtag	show tweets about pcatl	pokaż twitty z hashtagiem pcatl	0
12942	Twitter	ShowTwittsWithHashtag	what's the hussle and bustle about hashtag work	co nowego w temacie hashtagu	0
10060	Spotify	ShuffleOnOff	put this playlist on shuffle	puść tą playlistę	0
10054	Spotify	ShuffleOnOff	turn on shuffle	włącz shuffle	1
10056	Spotify	ShuffleOnOff	set shuffle mode to off	nastaw tryb shuffle na wyłączony	1
10063	Spotify	ShuffleOnOff	put this album on shuffle	puść ten album	0
10062	Spotify	ShuffleOnOff	put this song on a shuffle	zapodaj tę piosenkę na los	0
10065	Spotify	ShuffleOnOff	use shuffle mode	użyj trybu shuffle	1
10057	Spotify	ShuffleOnOff	change shuffle option to off	zmień opcję shuffle aby wyłączyć	0
10055	Spotify	ShuffleOnOff	set shuffle option to on	włącz opcję shuffle	1
10059	Spotify	ShuffleOnOff	enable shuffle	włącz shuffle	1
10066	Spotify	ShuffleOnOff	i want to listen to random's song	chcę posłuchać losowej piosenki	1
8480	Phone	SMSToContact	write new text to rafaelita	napisz wiadomość tekstową do rafaelita	1
8472	Phone	SMSToContact	compose a message to zorah	stwórz wiadomość do zorah	1
8465	Phone	SMSToContact	text gahl	napisz wiadomość	0
8474	Phone	SMSToContact	compose an sms to ashia	stwórz sms do ashia	1
8455	Phone	SMSToContact	send a text to akin	wyślij sms do akin	1
8464	Phone	SMSToContact	sms silva	przyślij smsa silva	1
8483	Phone	SMSToContact	write a text to jacquelin	napisz sms do jacquelin	1
8476	Phone	SMSToContact	compose an sms to bea	stwórz sms do bea	1
8461	Phone	SMSToContact	send an sms to reviere	wyślij sms do reviere	1
8482	Phone	SMSToContact	write new text to judie	napisz wiadomość tekstową do judie	1
8363	Phone	SMSToContactWithMessage	send a text message to shea saying in april	wyślij wiadomość tekstową do niej która się mówi w kwietniu	0
8374	Phone	SMSToContactWithMessage	send an sms to henriette saying i am going to control this	wyślij wiadomość tekstową do henriette że kontroluję to	1
8411	Phone	SMSToContactWithMessage	sms ursala containing your hat	napisz sms do ursala	0
8427	Phone	SMSToContactWithMessage	compose a text message to dincolo containing she mixes coffee with milk	stwórz wiadomość tekstową do dincolo o tym że ona mieszka kawę z mlekiem	0
8392	Phone	SMSToContactWithMessage	send a message to brass saying the oven	wyślij wiadomość do brassy o piekarniku	0
8419	Phone	SMSToContactWithMessage	compose a text to tera saying i do not have enough money	stwórz wiadomość tekstową do tera że nie mam dość pieniędzy	1
8382	Phone	SMSToContactWithMessage	send a text to paulette saying i say it	wyślij wiadomość tekstową do paulette że to ja	0
8403	Phone	SMSToContactWithMessage	text sev saying the girl	napisz sev powiedz dziewczynę	0
8435	Phone	SMSToContactWithMessage	compose a message to ashla containing how	stwórz wiadomość do ashla	0
8429	Phone	SMSToContactWithMessage	compose a text message to roberta containing his skirt	stwórz wiadomość tekstową do roberta o jego skarpetce	0
7434	Gdrive	SortAlphabetical	sort google drive files alphabetical	sortowanie plików w google drive w kolejności alfabetycznej	0
7445	Gdrive	SortAlphabetical	list my google drive files alphabetical	pokaż moje pliki w google drive w kolejności alfabetycznej	1
7437	Gdrive	SortAlphabetical	show google drive files alphabetical	pokaż pliki w google drive w kolejności alfabetycznej	1
7442	Gdrive	SortAlphabetical	display my google drive files in alphabetical order	wyświetl moje pliki w google drive w kolejności alfabetycznej	1
7453	Gdrive	SortAlphabetical	alphabetical file name order	zamówienie nazwy pliku alfabetycznego	0
7452	Gdrive	SortAlphabetical	filter my google drive files alphabetical	filtruj moje pliki w google drive w kolejności alfabetycznej	1
7447	Gdrive	SortAlphabetical	search for google drive files alphabetical	wyszukaj pliki w google drive w kolejności alfabetycznej	1
7450	Gdrive	SortAlphabetical	filter google drive files alphabetical	filtruj pliki w google drive w kolejności alfabetycznej	1
7451	Gdrive	SortAlphabetical	filter my google drive files in alphabetical order	filtruj moje pliki w google drive w kolejności alfabetycznej	1
7446	Gdrive	SortAlphabetical	find google drive files alphabetical	znajdź pliki w google drive w kolejności alfabetycznej	1
7462	Gdrive	SortReverseAlphabetical	search for my google drive files in reverse	wyszukaj moje pliki w google drive w odwrotnej kolejności alfabetycznej	0
7457	Gdrive	SortReverseAlphabetical	show my google drive files in reverse alphabetical order	pokaż moje pliki w google drive w odwrotnej kolejności alfabetycznej	1
7461	Gdrive	SortReverseAlphabetical	find my google drive files in reverse alphabetical order	znajdź moje pliki w google drive w odwrotnej kolejności alfabetycznej	1
7466	Gdrive	SortReverseAlphabetical	reverse order of file names	odwrotna kolejność nazw plików	0
7454	Gdrive	SortReverseAlphabetical	sort my google drive files in reverse alphabetical order	sortowanie moich plików w google drive w odwrotnej kolejności alfabetycznej	0
7455	Gdrive	SortReverseAlphabetical	show google drive files in reverse alphabetical order	pokaż pliki w google drive w odwrotnej kolejności alfabetycznej	1
7463	Gdrive	SortReverseAlphabetical	search for my google drive files in reverse alphabetical order	wyszukaj moje pliki w google drive w odwrotnej kolejności alfabetycznej	1
7456	Gdrive	SortReverseAlphabetical	show my google drive files in reverse	pokaż moje pliki w google drive w odwrotnej kolejności alfabetycznej	1
7458	Gdrive	SortReverseAlphabetical	display my google drive files in reverse alphabetical order	pokaż moje pliki w google drive w odwrotnej kolejności alfabetycznej	1
7464	Gdrive	SortReverseAlphabetical	filter google drive files in reverse alphabetical order	filtruj pliki w google drive w odwrotnej kolejności alfabetycznej	1
13061	Weather	SunriseAndSunsetInLocation	find out sunrise and sunset time in long barn	podaj czas wschodu słońca i wschodu słońca	0
13074	Weather	SunriseAndSunsetInLocation	when the day start and end at new hampton location	kiedy dzień zacznie się i skończy w nowym hamptonie	1
13068	Weather	SunriseAndSunsetInLocation	that sunrise and sunset in green port	to zachód słońca i zachód słońca w zielonym porcie	0
13060	Weather	SunriseAndSunsetInLocation	find out sunrise and sunset time in kinston	podaj czas zachodu słońca i zachodu słońca w kinston	0
13072	Weather	SunriseAndSunsetInLocation	get sunrise and sunset time in epping location	weź czas zachodu słońca i zachodu słońca w miejscu wysłania	0
13071	Weather	SunriseAndSunsetInLocation	get sunrise and sunset time in haven	podaj czas zachodu słońca i zachodu słońca	0
13048	Weather	SunriseAndSunsetInLocation	check when is sunrise and sunset in martelle	sprawdź zachód słońca i zachód słońca martelle	0
13045	Weather	SunriseAndSunsetInLocation	check what time is sunrise and sunset in indian head	sprawdź kiedy jest zachód słońca w indii	0
13044	Weather	SunriseAndSunsetInLocation	check when is sunrise and sunset time in reed	sprawdź czas zachodu słońca i zachodu słońca	0
13050	Weather	SunriseAndSunsetInLocation	check what time is sunrise and sunset time in eureka springs	sprawdź czas zachodu słońca i zachodu słońca w eureka springs	0
13016	Weather	SunriseAndSunsetInLocationAndOnDate	check what time is sunrise and sunset in evangeline on 4th september	sprawdź kiedy jest zachód słońca i zachód słońca w ewangelinie 4 września	0
13038	Weather	SunriseAndSunsetInLocationAndOnDate	show me sunrise and sunset time in sarita on 14th march	pokaż mi czas zachodu słońca i zachodu słońca w sarita 14 marca	0
13015	Weather	SunriseAndSunsetInLocationAndOnDate	check when is sunrise and sunset in big bear lake on 7th october	sprawdź kiedy jest wschód słońca i wschód słońca w jeziorze wielkim niedźwiedziem 7 października	0
13027	Weather	SunriseAndSunsetInLocationAndOnDate	tell me sunrise and sunset time in lebo on 5th august	powiedz mi jaki jest wschód słońca i wschód słońca w lebo 5 sierpnia	0
13031	Weather	SunriseAndSunsetInLocationAndOnDate	tell me what time is sunrise and sunset time in grassy creek on 10th march	powiedz mi która jest godzina wschodu słońca i wschodu słońca w gracji 10 marca	0
13019	Weather	SunriseAndSunsetInLocationAndOnDate	san pierre sunrise and sunset on 3rd january	san pierre zachód słońca i zachód słońca 3 stycznia	0
13040	Weather	SunriseAndSunsetInLocationAndOnDate	get sunrise and sunset in newton junction on 14th june	podkręć i zachód słońca w newton junction 14 czerwca	0
13034	Weather	SunriseAndSunsetInLocationAndOnDate	find out sunrise and sunset in emerson on 3rd september	podaj pogodę i zachód słońca w emerson na 3 września	0
13035	Weather	SunriseAndSunsetInLocationAndOnDate	find out sunrise and sunset time in angelica on 28th may	podaj czas zachodu słońca i zachodu słońca w anglii 28 maja	0
13022	Weather	SunriseAndSunsetInLocationAndOnDate	tell me what time is sunrise and sunset time in au gres on 9th august	powiedz mi o której jest wschód słońca i wschód słońca w au gres na 9 sierpnia	0
13082	Weather	SunriseInLocation	tell me what time is sunrise time in willards	powiedz mi która jest godzina w wierszu	0
13083	Weather	SunriseInLocation	show me sunrise time in suwannee	pokaż mi czas zachodu słońca w suwannee	0
13084	Weather	SunriseInLocation	get sunrise time in dingmans ferry	przejdź na czas zachodu słońca w ferry dingmans	0
13081	Weather	SunriseInLocation	tell me what time is sunrise in mellott	powiedz mi o której jest zachód słońca w mellott	0
13079	Weather	SunriseInLocation	tell me when is sunrise in dice	powiedz mi kiedy jest zachód słońca w kostce	0
13085	Weather	SunriseInLocation	tell me when day starts in kingstree	powiedz mi kiedy dzień zaczyna się w królestwie	0
13080	Weather	SunriseInLocation	tell me when is sunrise time in west babylon	powiedz mi kiedy jest zachód słońca w zachodnim babylonie	0
13078	Weather	SunriseInLocation	check what time is sunrise time in beggs	sprawdź czas zachodu słońca	0
13077	Weather	SunriseInLocation	check what time is sunrise in shady point	sprawdź kiedy jest zachód słońca w cieńskim miejscu	0
13076	Weather	SunriseInLocation	check when is sunrise time in lusk	sprawdź czas zachodu słońca	0
13090	Weather	SunsetInLocation	tell me when is sunset time in charlotte hall	powiedz mi kiedy jest zachód słońca w charlotte hall	1
13086	Weather	SunsetInLocation	check when is sunset in waccabuc	sprawdź zachód słońca w w waccabuc	1
13093	Weather	SunsetInLocation	find out sunset time in kenova	podaj czas zachodu słońca w kenowie	0
13095	Weather	SunsetInLocation	get sunset time in college point	załatw sobie czas w college'u	0
13091	Weather	SunsetInLocation	tell me what time is sunset in deltona	powiedz mi która jest godzina zachodu słońca w deltonie	1
13087	Weather	SunsetInLocation	check what time is sunset time in geraldine	sprawdź czas zachodu słońca w geraldynie	1
13089	Weather	SunsetInLocation	tell me when is sunset in makawao	powiedz mi kiedy jest zachód słońca w makawao	1
13088	Weather	SunsetInLocation	auburn sunset time	auburn czas zachodu słońca	1
13094	Weather	SunsetInLocation	show me sunset time in elm creek	pokaż mi czas zachodu słońca w Elm breek	1
13092	Weather	SunsetInLocation	tell me what time is sunset time in chester field	powiedz mi która jest godzina zachodu słońca w polu chester	0
8026	Instagram	TakePicture	create a picture with insta application	utwórz zdjęcie na insta	0
7987	Instagram	TakePicture	take picture of me using instagram app	zrób mi zdjęcie przy użyciu instagrama	1
7988	Instagram	TakePicture	take picture of me using insta	zrób fotkę na insta	0
8011	Instagram	TakePicture	send a picture with insta	prześlij foty na insta	1
