id	domain	intent	src	src_bio	src_xml	translated-tgt_xml	translated-tgt_plain_post	eval_text_translation	eval_slot_translation
5667	Contacts	ShowContactWithName	show me my contact heathcote	o o o o b-name	show me my contact <a>heathcote<a>	pokaż mi kontakt nazywający się <a>heathcote<a>	pokaż mi kontakt nazywający się heathcote	1	1
5706	Contacts	ShowContactWithName	open my contact with the name sibyl servant	o o o o o o b-name i-name	open my contact with the name <a>sibyl servant<a>	otwórz mój kontakt o nazwie <a>sibyl servant<a>	otwórz mój kontakt o nazwie sibyl servant	1	1
5809	Contacts	ShowContactWithNumber	show my contact with the phone number +61 03 2881 2953	o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number	show my contact with the phone number <a>+61 03 2881 2953<a>	pokaż mi kontakt z numerem <a>+61 03 2881 2953<a>	pokaż mi kontakt z numerem +61 03 2881 2953	1	1
5841	Contacts	ShowContactWithNumber	open contact with the phone number 573 8780	o o o o o o b-phone_number i-phone_number	open contact with the phone number <a>573 8780<a>	otwórz kontakt o numerze telefonu <a>573 8780<a>	otwórz kontakt o numerze telefonu 573 8780	1	1
5868	Contacts	ShowContactWithNumber	give me contact information details for phone number +1 615 555 0179	o o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number	give me contact information details for phone number <a>+1 615 555 0179<a>	daj mi kontakt z numerem telefonu <a>+1 615 555 0179<a>	daj mi kontakt z numerem telefonu +1 615 555 0179	1	1
5871	Contacts	ShowContactWithNumber	provide me contact information for phone number 479 260 3722	o o o o o o o b-phone_number i-phone_number i-phone_number	provide me contact information for phone number <a>479 260 3722<a>	podaj mi informacje kontaktowe o numerze telefonu <a>479 260 3722<a>	podaj mi informacje kontaktowe o numerze telefonu 479 260 3722	1	1
5825	Contacts	ShowContactWithNumber	show me my contact with the phone number 011 48 527 446	o o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number	show me my contact with the phone number <a>011 48 527 446<a>	pokaż mi mój kontakt o numerze telefonu <a>011 48 527 446<a>	pokaż mi mój kontakt o numerze telefonu 011 48 527 446	1	1
5817	Contacts	ShowContactWithNumber	show me contact with the number +61 07 6888 9484	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number	show me contact with the number <a>+61 07 6888 9484<a>	pokaż mi kontakt z numerem <a>+61 07 6888 9484<a>	pokaż mi kontakt z numerem +61 07 6888 9484	1	1
5855	Contacts	ShowContactWithNumber	check contact with the phone number 424 731 5894	o o o o o o b-phone_number i-phone_number i-phone_number	check contact with the phone number <a>424 731 5894<a>	sprawdź kontakt z numerem telefonu <a>424 731 5894<a>	sprawdź kontakt z numerem telefonu 424 731 5894	1	1
5828	Contacts	ShowContactWithNumber	show me details of my contact with the phone number 570 6161	o o o o o o o o o o b-phone_number i-phone_number	show me details of my contact with the phone number <a>570 6161<a>	pokaż mi mój kontakt o numerze telefonu <a>570 6161<a>	pokaż mi mój kontakt o numerze telefonu 570 6161	1	1
5873	Contacts	ShowContactWithNumber	provide me contact information for phone number 931 447 8315	o o o o o o o b-phone_number i-phone_number i-phone_number	provide me contact information for phone number <a>931 447 8315<a>	podaj mi informacje kontaktowe o numerze <a>931 447 8315<a>	podaj mi informacje kontaktowe o numerze 931 447 8315	1	1
5810	Contacts	ShowContactWithNumber	show my contact with the phone number 908 517 2429	o o o o o o o b-phone_number i-phone_number i-phone_number	show my contact with the phone number <a>908 517 2429<a>	pokaż mi kontakt z numerem telefonu <a>908 517 2429<a>	pokaż mi kontakt z numerem telefonu 908 517 2429	1	1
5801	Contacts	ShowContactWithNumberAndWithEmail	do i have a contact with number 011 48 477 867 and an email maxi@fwc.com	o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email	do i have a contact with number <b>011 48 477 867<b> and an email <a>maxi@fwc.com<a>	czy mam kontakt o numerze <a>011 48 477 867<a> oraz z emailem <b>maxi@fwc.com<b>	czy mam kontakt o numerze 011 48 477 867 oraz z emailem maxi@fwc.com	1	0
5750	Contacts	ShowContactWithNumberAndWithEmail	show contact with the phone number 011 48 872 983 and an email ines.brinn@aol.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email	show contact with the phone number <b>011 48 872 983<b> and an email <a>ines.brinn@aol.com<a>	pokaż kontakt z numerem telefonu <a>011 48 872 983<a> oraz z emailem <b>ines.brinn@aol.com<b>	pokaż kontakt z numerem telefonu 011 48 872 983 oraz z emailem ines.brinn@aol.com	1	0
5778	Contacts	ShowContactWithNumberAndWithEmail	open contact with the phone number 536 3727 and an email adam.lambert@hotmail.com	o o o o o o b-phone_number i-phone_number o o o b-email	open contact with the phone number <b>536 3727<b> and an email <a>adam.lambert@hotmail.com<a>	otwórz kontakt z numerem telefonu <a>536 3727<a> oraz z emailem <b>adam.lambert@hotmail.com<b>	otwórz kontakt z numerem telefonu 536 3727 oraz z emailem adam.lambert@hotmail.com	1	0
5756	Contacts	ShowContactWithNumberAndWithEmail	show me contact with the phone number 334 829 4481 and an email bethanne@gmail.com	o o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email	show me contact with the phone number <b>334 829 4481<b> and an email <a>bethanne@gmail.com<a>	pokaż mój kontakt o numerze <a>334 829 4481<a> oraz z emailem <b>bethanne@gmail.com<b>	pokaż mój kontakt o numerze 334 829 4481 oraz z emailem bethanne@gmail.com	1	0
5736	Contacts	ShowContactWithNumberAndWithEmail	show me contact with the number 912 836 3058 and an email alanna.doolittle@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email	show me contact with the number <b>912 836 3058<b> and an email <a>alanna.doolittle@gmail.com<a>	pokaż mój kontakt o numerze <a>912 836 3058<a> oraz z emailem <b>alanna.doolittle@gmail.com<b>	pokaż mój kontakt o numerze 912 836 3058 oraz z emailem alanna.doolittle@gmail.com	1	0
5806	Contacts	ShowContactWithNumberAndWithEmail	do i have any contact with phone number 334 191 9959 and an email lucille.nevins@proton.com	o o o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email	do i have any contact with phone number <b>334 191 9959<b> and an email <a>lucille.nevins@proton.com<a>	czy mam jakiś kontakt o numerze <a>334 191 9959<a> oraz z emailem <b>lucille.nevins@proton.com<b>	czy mam jakiś kontakt o numerze 334 191 9959 oraz z emailem lucille.nevins@proton.com	1	0
5743	Contacts	ShowContactWithNumberAndWithEmail	show me my contact with the phone number 224 499 3550 and an email angele@houston.rr.com	o o o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email	show me my contact with the phone number <b>224 499 3550<b> and an email <a>angele@houston.rr.com<a>	pokaż mój kontakt o numerze <a>224 499 3550<a> oraz z emailem <b>angele@houston.rr.com<b>	pokaż mój kontakt o numerze 224 499 3550 oraz z emailem angele@houston.rr.com	1	0
5741	Contacts	ShowContactWithNumberAndWithEmail	show me my contact with the number +61 03 5213 2453 and an email gabriela.arhna@neg.pge.com	o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email	show me my contact with the number <b>+61 03 5213 2453<b> and an email <a>gabriela.arhna@neg.pge.com<a>	pokaż mój kontakt o numerze <a>+61 03 5213 2453<a> oraz z emailem <b>gabriela.arhna@neg.pge.com<b>	pokaż mój kontakt o numerze +61 03 5213 2453 oraz z emailem gabriela.arhna@neg.pge.com	1	0
5755	Contacts	ShowContactWithNumberAndWithEmail	show me contact with the number +61 02 9818 3742 and an email academy@hotmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email	show me contact with the number <b>+61 02 9818 3742<b> and an email <a>academy@hotmail.com<a>	pokaż mój kontakt o numerze <a>+61 02 9818 3742<a> oraz z emailem <b>academy@hotmail.com<b>	pokaż mój kontakt o numerze +61 02 9818 3742 oraz z emailem academy@hotmail.com	1	0
5742	Contacts	ShowContactWithNumberAndWithEmail	show me my contact with the number 011 48 260 745 and an email fianna@schwab.com	o o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email	show me my contact with the number <b>011 48 260 745<b> and an email <a>fianna@schwab.com<a>	pokaż mój kontakt o numerze <a>011 48 260 745<a> oraz z emailem <b>fianna@schwab.com<b>	pokaż mój kontakt o numerze 011 48 260 745 oraz z emailem fianna@schwab.com	1	0
10045	Spotify	ShowDanceability	that the dancyability of the strack	o o o o o o	that the dancyability of the strack	i to miłość tej piosenki	i to miłość tej piosenki	0	1
10036	Spotify	ShowDanceability	the danceability of current track	o o o o o	the danceability of current track	jaka jest taneczność bieżącego utworu	jaka jest taneczność bieżącego utworu	1	1
10041	Spotify	ShowDanceability	the danceability of the this track	o o o o o o	the danceability of the this track	miłość tej utworu	miłość tej utworu	0	1
10034	Spotify	ShowDanceability	danceability of the that song	o o o o o	danceability of the that song	taneczne utwory tej piosenki	taneczne utwory tej piosenki	0	1
10020	Spotify	ShowDanceability	how dancey is current song	o o o o o	how dancey is current song	jak tańcze ta piosenka jest teraz	jak tańcze ta piosenka jest teraz	0	1
10047	Spotify	ShowDanceability	get the danceability of that track	o o o o o o	get the danceability of that track	weź odtwarzanie tego utworu	weź odtwarzanie tego utworu	0	1
10033	Spotify	ShowDanceability	danceability of the this song	o o o o o	danceability of the this song	taneczne utwory tej piosenki	taneczne utwory tej piosenki	0	1
10024	Spotify	ShowDanceability	how dancey is the current song	o o o o o o	how dancey is the current song	jak tańcze jest ta piosenka która teraz leci	jak tańcze jest ta piosenka która teraz leci	0	1
10040	Spotify	ShowDanceability	the danceability of the this song	o o o o o o	the danceability of the this song	miłość tej piosenki	miłość tej piosenki	0	1
10022	Spotify	ShowDanceability	how dancey is that song	o o o o o	how dancey is that song	jak tańcze ta piosenka	jak tańcze ta piosenka	0	1
6622	Email	ShowEmailFromSender	scan my inbox for emails from miranda@aol.com	o o o o o o b-sender_address	scan my inbox for emails from <a>miranda@aol.com<a>	przeszukaj moje maile od <a>miranda@aol.com<a>	przeszukaj moje maile od miranda@aol.com	1	1
6574	Email	ShowEmailFromSender	show me my emails i received from claudette.harvey@enron.com	o o o o o o o b-sender_address	show me my emails i received from <a>claudette.harvey@enron.com<a>	pokaż moje maile które otrzymałem od <a>claudette.harvey@enron.com<a>	pokaż moje maile które otrzymałem od claudette.harvey@enron.com	1	1
6586	Email	ShowEmailFromSender	check out my new emails i received from tristan@gmail.com	o o o o o o o o b-sender_address	check out my new emails i received from <a>tristan@gmail.com<a>	sprawdź czy w skrzynce nie ma czegoś od <a>tristan@gmail.com<a>	sprawdź czy w skrzynce nie ma czegoś od tristan@gmail.com	1	1
6599	Email	ShowEmailFromSender	tell me if i have received newing males from tamoracumtint	o o o o o o o o o b-sender_address	tell me if i have received newing males from <a>tamoracumtint<a>	powiedz mi czy dostałam nowe maile od <a>tamoracumtint<a>	powiedz mi czy dostałam nowe maile od tamoracumtint	1	1
6577	Email	ShowEmailFromSender	check my emails i received from james.ageboi@itssrv1.ucsf.edu	o o o o o o b-sender_address	check my emails i received from <a>james.ageboi@itssrv1.ucsf.edu<a>	sprawdź czy w skrzynce nie ma czegoś od <a>james.ageboi@itssrv1.ucsf.edu<a>	sprawdź czy w skrzynce nie ma czegoś od james.ageboi@itssrv1.ucsf.edu	1	1
6604	Email	ShowEmailFromSender	search for my emails i got from alvina.gasparino@gmx.es	o o o o o o o b-sender_address	search for my emails i got from <a>alvina.gasparino@gmx.es<a>	wyszukaj czy w skrzynce nie ma czegoś od <a>alvina.gasparino@gmx.es<a>	wyszukaj czy w skrzynce nie ma czegoś od alvina.gasparino@gmx.es	1	1
6621	Email	ShowEmailFromSender	what gale.vonkrosigk@proton.com have wrote to me	o b-sender_address o o o o	what <a>gale.vonkrosigk@proton.com<a> have wrote to me	co <a>gale.vonkrosigk@proton.com<a> napisał do mnie	co gale.vonkrosigk@proton.com napisał do mnie	1	1
6597	Email	ShowEmailFromSender	tell me if i have any new emails from christopher@newalliancehealth.com	o o o o o o o o o b-sender_address	tell me if i have any new emails from <a>christopher@newalliancehealth.com<a>	powiedz czy mam jakieś nowe maile od <a>christopher@newalliancehealth.com<a>	powiedz czy mam jakieś nowe maile od christopher@newalliancehealth.com	1	1
6585	Email	ShowEmailFromSender	check out my new emails i got from basil@email.com	o o o o o o o o b-sender_address	check out my new emails i got from <a>basil@email.com<a>	sprawdź czy w skrzynce nie ma czegoś od <a>basil@email.com<a>	sprawdź czy w skrzynce nie ma czegoś od basil@email.com	1	1
6598	Email	ShowEmailFromSender	tell me if i have received emails from edna@apx.com	o o o o o o o o b-sender_address	tell me if i have received emails from <a>edna@apx.com<a>	powiedz mi czy otrzymałem emaila od <a>edna@apx.com<a>	powiedz mi czy otrzymałem emaila od edna@apx.com	1	1
6623	Email	ShowEmailFromTime	show me emails received today	o o o o b-time	show me emails received <a>today<a>	pokaż mi emaile które otrzymałem <a>dzisiaj<a>	pokaż mi emaile które otrzymałem dzisiaj	1	1
6624	Email	ShowEmailFromTime	show me my emails that arrived on sunday	o o o o o o b-time i-time	show me my emails that arrived <a>on sunday<a>	pokaż mi moje maile które przyeszły <a>w niedzielę<a>	pokaż mi moje maile które przyeszły w niedzielę	1	1
6647	Email	ShowEmailFromTime	search for my emails received on 6th October 2024	o o o o o b-time i-time i-time i-time	search for my emails received <a>on 6th October 2024<a>	wyszukaj moje maile otrzymane <a>o 6 października 2024 roku<a>	wyszukaj moje maile otrzymane o 6 października 2024 roku	1	1
6645	Email	ShowEmailFromTime	search for my emails that arrived on 5th November 2024	o o o o o o b-time i-time i-time i-time	search for my emails that arrived <a>on 5th November 2024<a>	wyszukaj czy w skrzynce nie ma czegoś od <a>piątego listopada 2024<a>	wyszukaj czy w skrzynce nie ma czegoś od piątego listopada 2024	0	1
6632	Email	ShowEmailFromTime	display emails received on 26th July	o o o b-time i-time i-time	display emails received <a>on 26th July<a>	pokaż maile otrzymane <a>o 26 lipca<a>	pokaż maile otrzymane o 26 lipca	0	1
6629	Email	ShowEmailFromTime	get my emails that arrived in the last 60 minutes	o o o o o b-time i-time i-time i-time i-time	get my emails that arrived <a>in the last 60 minutes<a>	pokaż moje maile które przyszły <a>w ciągu ostatnich 60 minut<a>	pokaż moje maile które przyszły w ciągu ostatnich 60 minut	1	1
6628	Email	ShowEmailFromTime	get my mails that arrived in the last sixty minutes	o o o o o b-time i-time i-time i-time i-time	get my mails that arrived <a>in the last sixty minutes<a>	pokaż moje maile które przyszły <a>w ciągu ostatnich sześćdziesięciu minut<a>	pokaż moje maile które przyszły w ciągu ostatnich sześćdziesięciu minut	1	1
6643	Email	ShowEmailFromTime	search for emails received on 22nd January	o o o o b-time i-time i-time	search for emails received <a>on 22nd January<a>	wyszukaj emaile otrzymane <a>22 stycznia<a>	wyszukaj emaile otrzymane 22 stycznia	1	1
6633	Email	ShowEmailFromTime	display my emails that arrived on 10th February	o o o o o b-time i-time i-time	display my emails that arrived <a>on 10th February<a>	pokaż moje maile przychodzące <a>dziesiątego lutego<a>	pokaż moje maile przychodzące dziesiątego lutego	1	1
6626	Email	ShowEmailFromTime	get emails received in the last 15 minutes	o o o b-time i-time i-time i-time i-time	get emails received <a>in the last 15 minutes<a>	pokaż maile otrzymane <a>w ciągu ostatnich 15 minut<a>	pokaż maile otrzymane w ciągu ostatnich 15 minut	1	1
6657	Email	ShowEmailWithLabel	find my emails labelled photos	o o o o b-label	find my emails labelled <a>photos<a>	znajdź moje maile oznaczone <a>fotos<a>	znajdź moje maile oznaczone fotos	1	1
6661	Email	ShowEmailWithLabel	search for my emails labelled language	o o o o o b-label	search for my emails labelled <a>language<a>	wyszukaj w języku oznaczonym <a>jazykiem<a> moich maili	wyszukaj w języku oznaczonym jazykiem moich maili	0	1
6650	Email	ShowEmailWithLabel	show me my emails with a label ai	o o o o o o o b-label	show me my emails with a label <a>ai<a>	pokaż moje maile z tagiem <a>ai<a>	pokaż moje maile z tagiem ai	1	1
6654	Email	ShowEmailWithLabel	display emails that have a label tech	o o o o o o b-label	display emails that have a label <a>tech<a>	pokaż maile które mają tag <a>technologia<a>	pokaż maile które mają tag technologia	1	1
6660	Email	ShowEmailWithLabel	search for emails that have a label animals	o o o o o o o b-label	search for emails that have a label <a>animals<a>	wyszukaj emaile które mają tag <a>zwierzęta<a>	wyszukaj emaile które mają tag zwierzęta	1	1
6662	Email	ShowEmailWithLabel	search for my emails with a label research	o o o o o o o b-label	search for my emails with a label <a>research<a>	wyszukaj moje maile z tagiem <a>research<a>	wyszukaj moje maile z tagiem research	1	1
6652	Email	ShowEmailWithLabel	get my emails labelled official	o o o o b-label	get my emails labelled <a>official<a>	daj moje maile oznaczone <a>oficjalne<a>	daj moje maile oznaczone oficjalne	0	1
6665	Email	ShowEmailWithLabel	give me meme emails quickly	o o b-label o o	give me <a>meme<a> emails quickly	daj mi szybko emaile <a>meme<a>	daj mi szybko emaile meme	1	1
6663	Email	ShowEmailWithLabel	search for my emails that have a label homework	o o o o o o o o b-label	search for my emails that have a label <a>homework<a>	wyszukaj moje maile które mają tag <a>homework<a>	wyszukaj moje maile które mają tag homework	1	1
6664	Email	ShowEmailWithLabel	give me games emails right away	o o b-label o o o	give me <a>games<a> emails right away	oddaj mi teraz maile od <a>jacka<a>	oddaj mi teraz maile od jacka	0	0
6669	Email	ShowEmailWithPriority	show me my low priority emails first	o o o b-priority o o o	show me my <a>low<a> priority emails first	pokaż mi moje najnowsze <a>maile<a> z priorytetem	pokaż mi moje najnowsze maile z priorytetem	1	0
6678	Email	ShowEmailWithPriority	display unimportant priority emails first	o b-priority o o o	display <a>unimportant<a> priority emails first	pokaż najpierw <a>nieważne<a> maile z priorytetem	pokaż najpierw nieważne maile z priorytetem	0	1
6673	Email	ShowEmailWithPriority	get my on hold emails first	o o b-priority i-priority o o	get my <a>on hold<a> emails first	ściągnij najpierw moje maile <a>on hold<a>	ściągnij najpierw moje maile on hold	1	1
6666	Email	ShowEmailWithPriority	show me high priority emails	o o b-priority o o	show me <a>high<a> priority emails	pokaż mi <a>wysoki<a> emaile z priorytetami	pokaż mi wysoki emaile z priorytetami	0	1
6677	Email	ShowEmailWithPriority	display important priority emails	o b-priority o o	display <a>important<a> priority emails	wyświetl <a>ważne<a> maile priorytetowe	wyświetl ważne maile priorytetowe	1	1
6668	Email	ShowEmailWithPriority	show me my later priority emails	o o o b-priority o o	show me my <a>later<a> priority emails	pokaż mi moje <a>ostatnie<a> maile z priorytetami	pokaż mi moje ostatnie maile z priorytetami	0	0
6670	Email	ShowEmailWithPriority	get me unimportant priority emails	o o b-priority o o	get me <a>unimportant<a> priority emails	daj mi <a>nieważne<a> maile priorytetowe	daj mi nieważne maile priorytetowe	0	1
6672	Email	ShowEmailWithPriority	get my ongoing emails	o o b-priority o	get my <a>ongoing<a> emails	ściągnij moje <a>ongoing<a> emaile	ściągnij moje ongoing emaile	0	1
6671	Email	ShowEmailWithPriority	get me high priority emails first	o o b-priority o o o	get me <a>high<a> priority emails first	daj mi najpierw <a>wysoki<a> adres priorytetowy	daj mi najpierw wysoki adres priorytetowy	0	1
6681	Email	ShowEmailWithPriority	give me all emails with important priority	o o o o o b-priority o	give me all emails with <a>important<a> priority	daj mi wszystkie maile z <a>ważnym<a> priorytetem	daj mi wszystkie maile z ważnym priorytetem	1	1
6687	Email	ShowEmailWithSubject	display emails with a subject summarizing all media coverage	o o o o o b-subject i-subject i-subject i-subject	display emails with a subject <a>summarizing all media coverage<a>	pokaż maile z tematem <a>summarizing all media coverage<a>	pokaż maile z tematem summarizing all media coverage	1	1
6696	Email	ShowEmailWithSubject	search for emails with a subject revenue shortfall surcharge	o o o o o o b-subject i-subject i-subject	search for emails with a subject <a>revenue shortfall surcharge<a>	wyszukaj maile w temacie wpisując <a>revenue shortfall surcharge<a>	wyszukaj maile w temacie wpisując revenue shortfall surcharge	1	1
6702	Email	ShowEmailWithSubject	ive me mails about violations of federal lo	o o o o b-subject i-subject i-subject i-subject	ive me mails about <a>violations of federal lo<a>	pokaż maile o <a>violations of federal lo<a>	pokaż maile o violations of federal lo	1	1
6688	Email	ShowEmailWithSubject	display my emails with a subject solomon said of the groups	o o o o o o b-subject i-subject i-subject i-subject i-subject	display my emails with a subject <a>solomon said of the groups<a>	pokaż moje maile w temacie wpisując <a>spojrzenie na kalifornię<a>	pokaż moje maile w temacie wpisując spojrzenie na kalifornię	0	0
6697	Email	ShowEmailWithSubject	search for my emails with a subject fwd: notice of probable blackouts	o o o o o o o o o o o o 	search for my emails with a subject fwd: notice of probable blackouts	wyszukaj moje maile w temacie wpisując fwd: notice of probable blackouts	wyszukaj moje maile w temacie wpisując fwd: notice of probable blackouts	1	1
6699	Email	ShowEmailWithSubject	search for my emails with a subject homes to draw power from the sun	o o o o o o o b-subject i-subject i-subject i-subject i-subject i-subject i-subject	search for my emails with a subject <a>homes to draw power from the sun<a>	wyszukaj moje maile w temacie wpisując <a>homes to draw power from the sun<a>	wyszukaj moje maile w temacie wpisując homes to draw power from the sun	1	1
6691	Email	ShowEmailWithSubject	find emails with a subject should not be charged for them	o o o o o b-subject i-subject i-subject i-subject i-subject i-subject	find emails with a subject <a>should not be charged for them<a>	znajdź maile w temacie wpisując <a>mam nadzieję że wkrótce cię zobaczę<a>	znajdź maile w temacie wpisując mam nadzieję że wkrótce cię zobaczę	0	0
6683	Email	ShowEmailWithSubject	show me my emails with a subject please let me know if you agree	o o o o o o o b-subject i-subject i-subject i-subject i-subject i-subject i-subject	show me my emails with a subject <a>please let me know if you agree<a>	pokaż moje maile w temacie wpisując <a>proszę daj znać czy zgadzasz się<a>	pokaż moje maile w temacie wpisując proszę daj znać czy zgadzasz się	1	1
6686	Email	ShowEmailWithSubject	get my emails with a subject overhauling their tax systems	o o o o o o b-subject i-subject i-subject i-subject	get my emails with a subject <a>overhauling their tax systems<a>	przejdź do moich maili o temacie <a>re nie pojawia się w raporcie o obrażeniach<a>	przejdź do moich maili o temacie re nie pojawia się w raporcie o obrażeniach	0	0
6695	Email	ShowEmailWithSubject	search for emails with a subject re: overcharges by energy suppliers	o o o o o o o o o o o 	search for emails with a subject re: overcharges by energy suppliers	wyszukaj maile o temacie <a>re nie pojawia się w raporcie o obrażeniach	wyszukaj maile o temacie re nie pojawia się w raporcie o obrażeniach	0	1
7350	Gdrive	ShowFilesFromTime	show my google drive files modified this february	o o o o o o b-time i-time	show my google drive files modified <a>this february<a>	pokaż moje pliki w google drive z modyfikacją <a>tego lutego<a>	pokaż moje pliki w google drive z modyfikacją tego lutego	0	1
7368	Gdrive	ShowFilesFromTime	download my google cloud files modified last friday	o o o o o o b-time i-time	download my google cloud files modified <a>last friday<a>	pobierz moje pliki w google cloud z modyfikacją <a>ostatni piątek<a>	pobierz moje pliki w google cloud z modyfikacją ostatni piątek	1	1
7353	Gdrive	ShowFilesFromTime	display my google drive files modified last wednesday	o o o o o o b-time i-time	display my google drive files modified <a>last wednesday<a>	pokaż moje pliki w google drive z modyfikacją <a>ostatnia środka<a>	pokaż moje pliki w google drive z modyfikacją ostatnia środka	0	1
7361	Gdrive	ShowFilesFromTime	search for my google drive files modified last tuesday	o o o o o o o b-time i-time	search for my google drive files modified <a>last tuesday<a>	wyszukaj moje pliki w google drive zmodyfikowane w <a>ostatni wtorek<a>	wyszukaj moje pliki w google drive zmodyfikowane w ostatni wtorek	1	1
7367	Gdrive	ShowFilesFromTime	download my google cloud files created last march	o o o o o o b-time i-time	download my google cloud files created <a>last march<a>	pobierz moje pliki w google cloud stworzone w <a>ostatnim marcu<a>	pobierz moje pliki w google cloud stworzone w ostatnim marcu	1	1
7355	Gdrive	ShowFilesFromTime	list my google drive files created this september	o o o o o o b-time i-time	list my google drive files created <a>this september<a>	pokaż moje pliki na google drive stworzone w <a>tym września<a>	pokaż moje pliki na google drive stworzone w tym września	0	1
7352	Gdrive	ShowFilesFromTime	display my google files modified last july	o o o o o b-time i-time	display my google files modified <a>last july<a>	pokaż moje pliki w google z modyfikacją <a>ostatniego lipca<a>	pokaż moje pliki w google z modyfikacją ostatniego lipca	1	1
7358	Gdrive	ShowFilesFromTime	find my google drive files created last august	o o o o o o b-time i-time	find my google drive files created <a>last august<a>	znajdź moje pliki w google drive stworzone w <a>ostatnim sierpniu<a>	znajdź moje pliki w google drive stworzone w ostatnim sierpniu	1	1
7356	Gdrive	ShowFilesFromTime	list my google drive files modified this august	o o o o o o b-time i-time	list my google drive files modified <a>this august<a>	pokaż moje pliki w google drive z modyfikacją <a>tego sierpnia<a>	pokaż moje pliki w google drive z modyfikacją tego sierpnia	0	1
7351	Gdrive	ShowFilesFromTime	display my gogal files modified last july	o o o o o b-time i-time	display my gogal files modified <a>last july<a>	pokaż moje pliki gogal z modyfikacją <a>ostatniego lipca<a>	pokaż moje pliki gogal z modyfikacją ostatniego lipca	0	1
7371	Gdrive	ShowFilesWithSize	show for my google drive files larger than 700 kb	o o o o o o o o b-file_size i-file_size	show for my google drive files larger than <a>700 kb<a>	pokaże pliki w google drive większe niż <a>700 kb<a>	pokaże pliki w google drive większe niż 700 kb	1	1
7376	Gdrive	ShowFilesWithSize	find my google drive files smaller than 9 gigabyte	o o o o o o o b-file_size i-file_size	find my google drive files smaller than <a>9 gigabyte<a>	moje pliki w google drive są mniejsze niż <a>9 gigabyte<a>	moje pliki w google drive są mniejsze niż 9 gigabyte	1	1
7373	Gdrive	ShowFilesWithSize	list my google files larger than 600 mb	o o o o o o b-file_size i-file_size	list my google files larger than <a>600 mb<a>	lista moich plików google większa niż <a>600 mb<a>	lista moich plików google większa niż 600 mb	0	1
7379	Gdrive	ShowFilesWithSize	search for my google drive files larger than 800 kb	o o o o o o o o b-file_size i-file_size	search for my google drive files larger than <a>800 kb<a>	wyszukaj dla plików w google drive większych niż <a>800 kb<a>	wyszukaj dla plików w google drive większych niż 800 kb	0	1
7377	Gdrive	ShowFilesWithSize	find my google drive files larger than 10 mb	o o o o o o o b-file_size i-file_size	find my google drive files larger than <a>10 mb<a>	moje pliki w google drive są większe niż <a>10 mb<a>	moje pliki w google drive są większe niż 10 mb	0	1
7370	Gdrive	ShowFilesWithSize	show for my google drive files smaller than 6 gigabyte	o o o o o o o o b-file_size i-file_size	show for my google drive files smaller than <a>6 gigabyte<a>	pokaż moje pliki w google drive mniej niż <a>6 gigabyte<a>	pokaż moje pliki w google drive mniej niż 6 gigabyte	0	1
7372	Gdrive	ShowFilesWithSize	display my google drive files larger than 900 mb	o o o o o o o b-file_size i-file_size	display my google drive files larger than <a>900 mb<a>	pokaż moje pliki w google drive większe niż <a>900 mb<a>	pokaż moje pliki w google drive większe niż 900 mb	1	1
7378	Gdrive	ShowFilesWithSize	search for my google drive files smaller than 50 mb	o o o o o o o o b-file_size i-file_size	search for my google drive files smaller than <a>50 mb<a>	wyszukaj moje pliki w google drive mniej niż <a>50 mb<a>	wyszukaj moje pliki w google drive mniej niż 50 mb	0	1
7380	Gdrive	ShowFilesWithSize	download google cloud files smaller than 100 mb	o o o o o o b-file_size i-file_size	download google cloud files smaller than <a>100 mb<a>	pobieranie plików w google cloud mniej niż <a>100 mb<a>	pobieranie plików w google cloud mniej niż 100 mb	0	1
7381	Gdrive	ShowFilesWithSize	download google cloud files larger than 8 gigabyte	o o o o o o b-file_size i-file_size	download google cloud files larger than <a>8 gigabyte<a>	pobieranie plików w google cloud większych niż <a>8 gigabyte<a>	pobieranie plików w google cloud większych niż 8 gigabyte	1	1
7388	Gdrive	ShowFilesWithStar	list my starrd gugle drive files	o o o o o o	list my starrd gugle drive files	wymień moje pliki w strefie starrd gugle drive	wymień moje pliki w strefie starrd gugle drive	0	1
7387	Gdrive	ShowFilesWithStar	list my starred google files	o o o o o	list my starred google files	wymień moje pliki z google oznaczone gwiazdką	wymień moje pliki z google oznaczone gwiazdką	1	1
7389	Gdrive	ShowFilesWithStar	list my starred google drive files	o o o o o o	list my starred google drive files	wymień moje pliki z google drive oznaczone gwiazdką	wymień moje pliki z google drive oznaczone gwiazdką	1	1
